,id,año,genres
121,2700,2006,Strategy
122,2710,2005,Action
123,13200,2003,Action
124,13250,1998,Action
125,13000,2008,Casual
125,13000,2008,Indie
126,13560,2003,Action
127,13520,2004,Action
128,13240,2000,Action
129,13540,2006,Action
130,15210,2005,Simulation
131,16180,2008,Casual
131,16180,2008,Simulation
132,3520,2008,Casual
133,15970,2008,Casual
134,15950,2008,Casual
135,15960,2008,Casual
136,15900,2008,Casual
137,15910,2005,Casual
138,15930,2007,Casual
139,15160,2007,Simulation
140,15920,2005,Casual
141,15080,2007,Action
141,15080,2007,Adventure
142,15200,2007,Simulation
143,15320,2006,Simulation
144,15240,2008,Simulation
145,8310,2005,Adventure
146,12600,2005,Racing
147,8320,2006,Adventure
148,12590,2008,Racing
150,12560,2007,Simulation
152,12540,2007,Casual
153,11050,2008,Adventure
154,10520,2008,Sports
155,11040,2008,Adventure
155,11040,2008,RPG
156,19500,2008,Adventure
156,19500,2008,Indie
157,11260,2007,Simulation
157,11260,2007,Strategy
158,19200,2008,Action
158,19200,2008,Indie
159,12360,2008,Racing
160,15710,1998,Adventure
161,15700,1997,Adventure
162,8660,2008,Racing
163,7770,2001,Strategy
164,7660,1997,Strategy
165,7760,1993,Strategy
166,20510,2008,Action
166,20510,2008,RPG
167,17330,2008,Action
168,17300,2007,Action
169,7730,1998,Strategy
170,20900,2008,Action
170,20900,2008,RPG
171,1530,2008,Indie
172,8690,2008,Racing
173,17120,2008,Strategy
173,17120,2008,Simulation
174,16810,2008,Strategy
175,19830,2003,Action
176,21000,2008,Action
176,21000,2008,Adventure
177,4460,2008,Simulation
177,4460,2008,Strategy
178,17140,2008,RPG
178,17140,2008,Strategy
179,15390,2008,Action
180,21300,2008,Indie
180,21300,2008,Casual
181,3050,2006,Racing
182,15380,2006,Strategy
183,19800,2005,Action
184,15370,2007,Strategy
185,19930,2008,Strategy
186,15350,2007,Casual
187,19810,2002,Action
188,3540,2008,Casual
189,22000,2008,Indie
190,2820,2008,Action
190,2820,2008,Simulation
190,2820,2008,Strategy
191,1230,2008,Action
192,18300,2008,Casual
192,18300,2008,Indie
193,20200,2008,Indie
193,20200,2008,Casual
193,20200,2008,Sports
194,12200,2008,Action
194,12200,2008,Adventure
195,19900,2008,Action
196,11240,2008,Action
196,11240,2008,Indie
196,11240,2008,Strategy
197,256522,2009,Simulation
198,275144,2009,Simulation
199,256521,2009,Simulation
200,222569,2009,Simulation
201,256535,2009,Simulation
202,256611,2009,Simulation
203,256576,2009,Simulation
204,9480,2009,Action
205,17470,2008,Action
206,12770,2008,RPG
207,17410,2009,Action
207,17410,2009,Adventure
208,18500,2008,Indie
208,18500,2008,Strategy
209,16450,2009,Action
210,15400,2008,Strategy
210,15400,2008,Indie
211,18600,2007,Indie
211,18600,2007,Strategy
212,11340,2009,Action
212,11340,2009,Indie
213,25830,2005,Strategy
214,23460,2009,Action
214,23460,2009,Adventure
214,23460,2009,Strategy
215,10600,2009,Strategy
216,21010,2009,Action
217,22180,2007,Action
217,22180,2007,Adventure
217,22180,2007,Indie
218,13210,2007,Action
219,12640,2009,RPG
220,21600,2009,Casual
220,21600,2009,Strategy
221,27020,2008,Indie
221,27020,2008,Simulation
222,24740,2009,Racing
223,90047,2009,Action
224,26000,2009,Action
224,26000,2009,Indie
225,26006,2009,Action
225,26006,2009,Indie
226,26005,2009,Action
226,26005,2009,Indie
227,11330,2009,Casual
227,11330,2009,Indie
228,27800,2009,Indie
229,9850,2009,Simulation
229,9850,2009,Strategy
230,3600,2009,Casual
231,29580,2006,RPG
231,29580,2006,Massively Multiplayer
232,29540,2005,RPG
232,29540,2005,Massively Multiplayer
233,29560,2006,RPG
233,29560,2006,Massively Multiplayer
234,29570,2008,Massively Multiplayer
234,29570,2008,RPG
235,23700,2009,Casual
236,16060,2009,Casual
237,1930,2009,RPG
238,18470,2009,Strategy
239,7510,2009,Action
239,7510,2009,Adventure
239,7510,2009,RPG
240,22200,2009,Action
240,22200,2009,Indie
241,26007,2009,Indie
242,25900,2008,RPG
242,25900,2008,Strategy
243,16200,2009,Casual
243,16200,2009,Simulation
244,7840,2009,Racing
245,8890,2005,RPG
245,8890,2005,Strategy
246,8880,2002,RPG
246,8880,2002,Strategy
247,34500,2009,Indie
247,34500,2009,Simulation
247,34500,2009,Strategy
248,1280,2009,Action
248,1280,2009,Simulation
249,10150,2009,Action
249,10150,2009,Adventure
251,12470,2004,Strategy
253,22330,2007,RPG
254,22320,2002,RPG
256,12440,2007,Adventure
257,32710,1999,Simulation
258,32740,1998,Simulation
259,12460,2008,Strategy
260,21980,2009,Action
261,31860,2007,Adventure
262,31900,2006,Adventure
263,31920,2008,Adventure
264,31930,2007,Adventure
265,35800,2008,Casual
265,35800,2008,Indie
266,12690,2009,Simulation
266,12690,2009,Sports
267,31170,2009,Adventure
268,21660,2009,Action
269,6080,2007,Action
269,6080,2007,Adventure
269,6080,2007,Racing
269,6080,2007,Simulation
269,6080,2007,Strategy
270,6010,1992,Adventure
271,6090,2003,Action
272,6060,2005,Action
273,32310,1989,Adventure
274,32330,2008,Action
274,32330,2008,Adventure
275,32360,2009,Adventure
276,35300,2008,Strategy
277,35310,2009,Action
277,35310,2009,Racing
278,31980,2009,Adventure
279,31990,2009,Adventure
280,10140,2006,Sports
281,10100,2006,Adventure
282,10130,2007,Action
283,10110,2006,Adventure
284,1256,2009,Action
285,10120,2008,Action
285,10120,2008,Casual
286,33520,2009,Simulation
286,33520,2009,Strategy
287,3610,2009,Casual
288,21680,2008,Action
289,21670,2009,Action
289,21670,2009,Adventure
290,21030,2009,Action
291,36000,2009,Action
291,36000,2009,Indie
292,32370,2003,Adventure
292,32370,2003,RPG
293,29180,2009,Indie
293,29180,2009,Casual
294,38410,1998,RPG
295,38420,2001,Strategy
296,38430,1999,Action
298,35050,2009,Action
298,35050,2009,Adventure
299,31180,2009,Adventure
300,37960,2009,Casual
301,38000,2009,Casual
302,37400,2009,Adventure
302,37400,2009,Indie
303,13570,2005,Action
304,11390,2009,Action
304,11390,2009,Racing
305,34420,2009,Strategy
306,43100,2009,Simulation
307,33730,2009,Simulation
308,35000,2009,Action
308,35000,2009,Adventure
309,39392,2009,Casual
310,39391,1999,Casual
311,37600,2009,Adventure
311,37600,2009,Casual
311,37600,2009,Indie
312,24029,2009,Simulation
313,32140,2009,Adventure
313,32140,2009,Casual
314,31190,2009,Adventure
315,32770,2009,Action
316,208306,2009,Simulation
317,37300,2009,Simulation
318,208300,2009,Simulation
319,40300,2009,RPG
320,35070,2009,Casual
321,10606,2009,Strategy
322,40700,2009,Adventure
322,40700,2009,Indie
323,24840,2007,Action
324,24870,2009,Racing
325,41500,2009,RPG
326,24800,2009,Strategy
327,901735,2009,Strategy
328,42800,2009,Strategy
329,39560,2009,Action
330,39550,2009,RPG
330,39550,2009,Strategy
331,40330,2009,Adventure
332,40320,2009,Strategy
333,31200,2009,Adventure
334,3130,2009,Strategy
335,41100,2009,Action
335,41100,2009,Indie
336,39540,2009,Action
336,39540,2009,RPG
337,34640,2005,Strategy
338,34630,2003,Strategy
340,41000,2009,Action
340,41000,2009,Indie
341,40340,2009,Adventure
342,17450,2009,RPG
343,37100,2009,Action
343,37100,2009,RPG
343,37100,2009,Indie
344,37500,2009,Indie
344,37500,2009,Casual
345,42810,2009,Strategy
346,10180,2009,Action
347,32440,2009,Adventure
348,11450,2007,RPG
349,12710,2008,RPG
350,24790,2007,Strategy
351,29120,2008,Indie
351,29120,2008,Casual
352,24810,2009,Strategy
353,41800,2009,Indie
353,41800,2009,Simulation
353,41800,2009,Strategy
354,45300,2009,Simulation
355,41900,2005,Action
355,41900,2005,Adventure
355,41900,2005,RPG
356,35420,2009,Action
357,32430,2009,Action
359,22370,2009,RPG
360,41802,2009,Strategy
360,41802,2009,Indie
360,41802,2009,Simulation
361,38080,2007,Simulation
362,38090,2008,Simulation
363,38100,2009,Simulation
364,38070,2009,Casual
364,38070,2009,Simulation
365,38210,2009,Casual
366,45700,2008,Action
366,45700,2008,Adventure
367,46410,2010,Action
367,46410,2010,Indie
367,46410,2010,RPG
368,38110,2009,Simulation
369,17570,2010,Action
369,17570,2010,Free to Play
369,17570,2010,Indie
370,38130,2008,Casual
371,38160,2010,Casual
372,38150,2009,Casual
373,38120,2007,Casual
374,38140,2009,Casual
375,36300,2010,Casual
376,36310,2010,Strategy
376,36310,2010,Casual
377,36320,2010,Adventure
377,36320,2010,Casual
378,37030,2010,Strategy
379,32450,2010,Adventure
380,34180,2010,Sports
381,44100,2010,Action
381,44100,2010,Indie
381,44100,2010,Racing
382,25960,2010,Strategy
383,46250,2010,Action
384,38180,2007,Casual
385,10695,2010,Action
386,41050,2001,Action
386,41050,2001,Indie
387,24055,2010,Simulation
388,48700,2010,Action
388,48700,2010,RPG
389,39900,2010,Action
390,49900,2010,Action
390,49900,2010,Indie
391,42120,2010,Action
392,12220,2010,Action
393,45730,2010,Action
393,45730,2010,Adventure
394,45400,2010,Indie
395,49600,2010,Action
395,49600,2010,Casual
395,49600,2010,Indie
396,901399,2010,Adventure
397,43500,2010,Simulation
397,43500,2010,Strategy
398,45302,2010,Simulation
399,40930,2010,Adventure
399,40930,2010,Indie
400,39640,2003,Action
401,39630,2001,Action
402,23150,2010,Casual
402,23150,2010,Indie
403,50940,2006,Casual
404,50920,2008,Casual
404,50920,2008,Indie
405,34178,2010,Strategy
406,37340,2008,Casual
407,37390,2009,Casual
408,37310,2009,Casual
409,37360,2007,Casual
410,49000,2009,Casual
411,37330,2010,Casual
412,37320,2008,Casual
413,37370,2007,Casual
414,37380,2009,Casual
415,19080,2010,Action
415,19080,2010,Adventure
415,19080,2010,Casual
416,31700,2008,Action
416,31700,2008,Indie
417,19030,2010,Action
417,19030,2010,Adventure
418,50820,2010,Indie
419,49800,2010,Action
419,49800,2010,Indie
420,33650,2010,Casual
421,901478,2010,Action
421,901478,2010,Adventure
422,33660,2010,Casual
422,33660,2010,Indie
423,34281,2010,Action
424,34272,2010,Action
425,34270,2010,Action
425,34270,2010,Adventure
425,34270,2010,Casual
425,34270,2010,RPG
426,34276,2010,Action
427,34274,2010,Action
428,34275,2010,Strategy
429,34277,2010,Action
430,34273,2010,Action
431,34280,2010,Action
433,34282,2010,Action
434,34279,2010,Action
435,34010,2010,Action
435,34010,2010,RPG
436,22610,2010,Action
437,22440,2010,RPG
438,18508,2010,Strategy
438,18508,2010,Indie
439,22430,2010,RPG
440,22410,2010,RPG
441,22420,2010,RPG
442,630,2010,Action
443,22400,2010,RPG
444,24780,2003,Simulation
444,24780,2003,Strategy
445,33670,2010,Strategy
445,33670,2010,RPG
446,40420,2010,Casual
446,40420,2010,Indie
447,34920,2010,Action
447,34920,2010,Casual
447,34920,2010,Indie
448,48136,2010,Strategy
449,46720,2008,RPG
450,28000,2010,Action
451,39680,2010,Simulation
451,39680,2010,Strategy
452,25962,2010,Strategy
453,24634,2010,Simulation
454,63900,2010,Strategy
455,50130,2011,Action
456,24075,2010,Simulation
457,47540,2010,RPG
457,47540,2010,Casual
458,50510,2010,Action
459,25760,2010,Indie
460,25763,2010,Indie
461,25762,2010,Indie
462,25764,2010,Indie
463,42980,2010,Strategy
464,48800,2010,Simulation
465,22600,2010,Strategy
466,46770,2010,Indie
466,46770,2010,Simulation
466,46770,2010,Strategy
467,65700,2010,Action
467,65700,2010,Simulation
467,65700,2010,Strategy
468,42960,2010,Strategy
470,25761,2010,Indie
471,28010,2010,Action
472,28012,2010,Action
473,24640,2010,Simulation
474,28011,2010,Action
475,4850,2002,Strategy
476,57640,2010,Adventure
477,62100,2010,Casual
478,50145,2010,Action
479,34841,2010,Action
480,70300,2010,Action
480,70300,2010,Indie
481,48137,2010,Strategy
482,57300,2010,Action
482,57300,2010,Adventure
482,57300,2010,Indie
483,70400,2010,RPG
483,70400,2010,Indie
484,46600,2010,Action
484,46600,2010,Casual
484,46600,2010,Indie
485,34314,2010,Action
485,34314,2010,Simulation
486,34310,2010,Action
487,70100,2010,Simulation
488,70110,2010,Indie
488,70110,2010,Simulation
489,38600,2010,Casual
489,38600,2010,Indie
490,57620,2010,Strategy
491,34284,2010,Action
492,63910,2010,RPG
492,63910,2010,Strategy
493,24082,2010,Simulation
494,8930,2010,Strategy
495,49310,2010,Strategy
496,41060,2002,Action
496,41060,2002,Indie
497,70900,2010,Indie
497,70900,2010,Strategy
498,9940,2010,Action
498,9940,2010,Adventure
499,22650,2010,Action
500,901553,2010,Action
501,50620,2010,Action
501,50620,2010,Adventure
502,2840,1999,Simulation
502,2840,1999,Strategy
503,42920,2010,Strategy
504,29700,2007,Action
504,29700,2007,RPG
504,29700,2007,Massively Multiplayer
505,2850,2000,Simulation
505,2850,2000,Strategy
507,70200,2010,Adventure
507,70200,2010,Casual
507,70200,2010,Simulation
508,70210,2010,Adventure
508,70210,2010,Casual
508,70210,2010,Indie
508,70210,2010,Simulation
511,47790,2010,Action
512,46450,2010,Indie
512,46450,2010,RPG
512,46450,2010,Strategy
513,45750,2010,Action
513,45750,2010,Adventure
514,57800,2010,Adventure
514,57800,2010,Casual
514,57800,2010,Indie
515,22380,2010,Action
515,22380,2010,RPG
516,67000,2010,Action
516,67000,2010,Casual
516,67000,2010,Indie
517,80300,2010,Adventure
517,80300,2010,Indie
518,50000,2010,Indie
518,50000,2010,Racing
519,16868,2010,Strategy
520,18040,2010,Action
520,18040,2010,Indie
520,18040,2010,RPG
521,71115,2010,Action
521,71115,2010,Simulation
522,34317,2010,Casual
523,71114,2010,RPG
524,71112,2010,Action
525,71113,2010,Action
525,71113,2010,Adventure
528,34319,2010,Adventure
530,34316,2010,Action
531,34315,2010,Action
532,6120,2010,Action
532,6120,2010,Indie
533,35460,2010,Action
533,35460,2010,Adventure
533,35460,2010,Indie
534,32500,2010,Action
535,62000,2010,Action
535,62000,2010,Casual
536,33570,2010,RPG
536,33570,2010,Simulation
536,33570,2010,Strategy
537,63700,2010,Action
537,63700,2010,Casual
537,63700,2010,Indie
538,46362,2010,Simulation
538,46362,2010,Strategy
539,49320,2010,Casual
540,72400,2010,Adventure
540,72400,2010,Indie
541,42964,2010,Strategy
542,43011,2010,Action
543,33980,2010,Action
544,65710,2009,Casual
545,33990,2010,Adventure
546,33950,2007,Casual
546,33950,2007,Indie
547,65400,2010,Strategy
547,65400,2010,Indie
548,42700,2010,Action
549,38923,2010,Indie
549,38923,2010,Casual
550,72500,2010,Casual
550,72500,2010,Indie
551,15740,2010,Action
551,15740,2010,Adventure
551,15740,2010,Strategy
552,38924,2010,Indie
552,38924,2010,Casual
553,15750,2010,Action
553,15750,2010,Adventure
553,15750,2010,Strategy
554,45500,2010,Casual
554,45500,2010,Indie
555,31290,2010,Adventure
556,12100,2002,Action
557,12120,2005,Action
558,35135,2011,Action
558,35135,2011,Adventure
559,35137,2011,Action
559,35137,2011,Adventure
560,35138,2011,Action
560,35138,2011,Adventure
561,35136,2011,Action
561,35136,2011,Adventure
562,12110,2003,Action
563,33390,2011,Action
563,33390,2011,Indie
564,92300,2011,Action
564,92300,2011,Indie
565,80000,2011,Action
565,80000,2011,Indie
565,80000,2011,Strategy
566,47780,2011,Action
567,51060,2011,Adventure
567,51060,2011,Casual
568,65080,2011,Adventure
570,63200,2011,Action
570,63200,2011,Strategy
570,63200,2011,Indie
570,63200,2011,Sports
571,60340,2011,Action
571,60340,2011,Adventure
571,60340,2011,Casual
572,71116,2011,Action
573,71161,2011,RPG
574,71119,2011,RPG
575,71118,2011,RPG
576,71117,2011,Action
577,71166,2011,Adventure
578,71165,2011,Action
579,71163,2011,Action
579,71163,2011,Adventure
580,71164,2011,Action
582,71160,2011,RPG
583,71120,2011,RPG
584,47890,2009,Simulation
585,48802,2011,Simulation
586,47896,2010,Simulation
587,47892,2009,Simulation
588,47894,2010,Simulation
589,47893,2010,Simulation
590,47895,2010,Simulation
591,42000,2011,Casual
591,42000,2011,Indie
592,47570,2011,Casual
593,47897,2011,Simulation
594,57700,2011,Action
594,57700,2011,Casual
594,57700,2011,Indie
595,63660,2011,Adventure
595,63660,2011,Casual
596,90504,2011,Strategy
597,7520,2011,RPG
598,99200,2011,Casual
600,24449,2011,RPG
601,41814,2011,Strategy
601,41814,2011,Indie
601,41814,2011,Simulation
602,42925,2011,Strategy
603,57650,2011,RPG
603,57650,2011,Strategy
604,40407,2011,Indie
604,40407,2011,Strategy
605,33770,2011,RPG
606,47800,2011,Strategy
607,18408,2011,Casual
607,18408,2011,Strategy
608,63710,2011,Action
608,63710,2011,Indie
609,55100,2011,Action
610,80200,2011,Casual
610,80200,2011,Indie
610,80200,2011,Simulation
610,80200,2011,Strategy
611,92400,2011,Indie
613,56435,2011,Strategy
614,56433,2011,Strategy
615,56432,2011,Strategy
616,56431,2011,Strategy
617,39120,2013,Free to Play
617,39120,2013,Massively Multiplayer
617,39120,2013,RPG
618,56437,2011,Strategy
619,94000,2011,Indie
619,94000,2011,Casual
620,56434,2011,Strategy
621,92700,2011,Action
622,73012,2011,Simulation
623,48803,2011,Simulation
624,56536,2011,Strategy
625,44620,2011,Racing
626,91200,2011,Action
626,91200,2011,Indie
626,91200,2011,Strategy
627,46790,2010,Strategy
628,73170,2011,Strategy
629,57655,2011,Strategy
629,57655,2011,RPG
630,70000,2011,Action
630,70000,2011,Indie
631,57730,2011,Strategy
632,620,2011,Action
632,620,2011,Adventure
633,42918,2011,Action
633,42918,2011,RPG
634,91600,2011,Action
634,91600,2011,Casual
634,91600,2011,Indie
634,91600,2011,Strategy
635,73020,2011,Strategy
636,56482,2011,Strategy
637,56438,2011,Strategy
638,56481,2011,Strategy
639,98200,2011,Indie
639,98200,2011,Strategy
640,56480,2011,Strategy
641,72905,2011,Adventure
641,72905,2011,Indie
641,72905,2011,RPG
642,22450,2011,Action
642,22450,2011,Adventure
643,42140,2011,Adventure
643,42140,2011,Casual
643,42140,2011,Indie
644,47898,2011,Simulation
645,73181,2011,Simulation
646,73031,2011,Action
646,73031,2011,RPG
647,9992,2011,Action
647,9992,2011,Adventure
648,46490,2009,Adventure
649,46480,2005,Adventure
650,42718,2011,Action
651,39160,2011,Action
651,39160,2011,RPG
652,57900,2011,Action
653,102700,2011,Action
653,102700,2011,Free to Play
654,9880,2009,Free to Play
654,9880,2009,Massively Multiplayer
654,9880,2009,RPG
655,99900,2011,Action
655,99900,2011,Adventure
655,99900,2011,Free to Play
655,99900,2011,Indie
655,99900,2011,Massively Multiplayer
655,99900,2011,RPG
656,22520,2011,Strategy
657,73014,2011,Simulation
658,7530,2011,Strategy
659,95700,2011,Indie
660,49470,2011,Strategy
661,91810,2011,Indie
661,91810,2011,Casual
662,49604,2011,Action
662,49604,2011,Casual
662,49604,2011,Indie
663,98210,2011,Strategy
663,98210,2011,Indie
664,97000,2011,Indie
664,97000,2011,Casual
665,46760,2011,Strategy
666,46830,2011,Strategy
667,73035,2011,Action
667,73035,2011,RPG
668,46840,2011,Strategy
669,21100,2011,Action
670,73037,2011,Action
670,73037,2011,RPG
671,73036,2011,Action
671,73036,2011,RPG
672,24635,2011,Simulation
673,901679,2011,Action
673,901679,2011,RPG
674,25810,2011,Strategy
675,99100,2011,Action
675,99100,2011,RPG
676,44660,2011,Racing
677,90209,2011,Simulation
678,25809,2011,Strategy
679,42903,2011,Strategy
680,22631,2011,Strategy
681,22634,2011,Strategy
682,22633,2011,Strategy
683,57656,2011,Strategy
683,57656,2011,RPG
684,22632,2011,Strategy
685,94590,2011,Adventure
685,94590,2011,Casual
686,35425,2011,Action
687,73192,2011,Strategy
688,105700,2011,Action
688,105700,2011,Adventure
688,105700,2011,Indie
689,72750,2011,Action
689,72750,2011,RPG
690,56538,2011,Strategy
691,63950,2011,Simulation
692,61100,2011,Indie
692,61100,2011,Casual
693,65228,2011,Simulation
694,55205,2011,Action
695,102200,2011,Adventure
695,102200,2011,Indie
695,102200,2011,RPG
696,64013,2011,Strategy
697,15522,2011,Action
697,15522,2011,Indie
698,63802,2011,Adventure
698,63802,2011,Strategy
698,63802,2011,RPG
698,63802,2011,Indie
699,92302,2011,Action
699,92302,2011,Indie
700,73183,2011,Simulation
701,42210,2010,Adventure
702,65790,2011,Action
702,65790,2011,Simulation
702,65790,2011,Strategy
703,92803,2011,Casual
703,92803,2011,Indie
704,57690,2011,Simulation
704,57690,2011,Strategy
705,42220,2011,Adventure
706,42230,2010,Adventure
707,111000,2011,Indie
707,111000,2011,Casual
708,73193,2011,Strategy
709,38740,2011,Action
709,38740,2011,Indie
710,99612,2011,Strategy
711,99614,2011,Strategy
712,91604,2011,Indie
713,70120,2011,Indie
714,107200,2011,Action
714,107200,2011,Indie
714,107200,2011,RPG
714,107200,2011,Strategy
715,97108,2011,Action
716,97106,2011,Action
717,97107,2011,Action
718,56487,2011,Strategy
719,72760,2011,Action
719,72760,2011,RPG
720,99910,2011,Adventure
720,99910,2011,Casual
720,99910,2011,Free to Play
720,99910,2011,Massively Multiplayer
720,99910,2011,Strategy
721,18070,2011,Action
721,18070,2011,Adventure
721,18070,2011,RPG
722,55150,2011,Action
723,63940,2011,Strategy
724,98400,2012,Action
724,98400,2012,Indie
725,73194,2011,Strategy
726,46520,2011,Action
726,46520,2011,Indie
727,22230,2011,Action
727,22230,2011,Indie
727,22230,2011,Racing
727,22230,2011,Strategy
728,35450,2011,Action
728,35450,2011,Massively Multiplayer
728,35450,2011,Simulation
729,33420,2011,Action
729,33420,2011,Adventure
730,73185,2011,Simulation
731,49473,2011,Strategy
732,73210,2011,RPG
732,73210,2011,Simulation
732,73210,2011,Strategy
733,110600,2011,Action
733,110600,2011,Indie
734,200080,2010,Adventure
735,200440,2011,RPG
736,111400,2011,Action
736,111400,2011,Indie
737,57923,2011,Action
738,48220,2011,RPG
738,48220,2011,Strategy
739,9420,2011,Strategy
740,113200,2011,Action
740,113200,2011,Adventure
740,113200,2011,Indie
740,113200,2011,RPG
741,90208,2011,Simulation
742,200230,2011,Racing
742,200230,2011,Simulation
743,9350,2007,Strategy
744,901776,2011,Strategy
744,901776,2011,Indie
744,901776,2011,Casual
744,901776,2011,Simulation
745,201100,2011,Action
745,201100,2011,Racing
746,80202,2011,Strategy
746,80202,2011,Indie
746,80202,2011,Casual
746,80202,2011,Simulation
747,80204,2011,Strategy
747,80204,2011,Indie
747,80204,2011,Casual
747,80204,2011,Simulation
748,34842,2011,Action
