,id,año,early_access
395,49600,2010,False
396,901399,2010,False
397,43500,2010,False
398,45302,2010,False
399,40930,2010,False
400,39640,2003,False
401,39630,2001,False
402,23150,2010,False
403,50940,2006,False
404,50920,2008,False
405,34178,2010,False
406,37340,2008,False
407,37390,2009,False
408,37310,2009,False
409,37360,2007,False
410,49000,2009,False
411,37330,2010,False
412,37320,2008,False
413,37370,2007,False
414,37380,2009,False
415,19080,2010,False
416,31700,2008,False
417,19030,2010,False
418,50820,2010,False
419,49800,2010,False
420,33650,2010,False
421,901478,2010,False
422,33660,2010,False
423,34281,2010,False
424,34272,2010,False
425,34270,2010,False
426,34276,2010,False
427,34274,2010,False
428,34275,2010,False
429,34277,2010,False
430,34273,2010,False
431,34280,2010,False
432,34278,2010,False
433,34282,2010,False
434,34279,2010,False
435,34010,2010,False
436,22610,2010,False
437,22440,2010,False
438,18508,2010,False
439,22430,2010,False
440,22410,2010,False
441,22420,2010,False
442,630,2010,False
443,22400,2010,False
444,24780,2003,False
445,33670,2010,False
446,40420,2010,False
447,34920,2010,False
448,48136,2010,False
449,46720,2008,False
450,28000,2010,False
451,39680,2010,False
452,25962,2010,False
453,24634,2010,False
454,63900,2010,False
455,50130,2011,False
456,24075,2010,False
457,47540,2010,False
458,50510,2010,False
459,25760,2010,False
460,25763,2010,False
461,25762,2010,False
462,25764,2010,False
463,42980,2010,False
464,48800,2010,False
465,22600,2010,False
466,46770,2010,False
467,65700,2010,False
468,42960,2010,False
469,27930,2010,False
470,25761,2010,False
471,28010,2010,False
472,28012,2010,False
473,24640,2010,False
474,28011,2010,False
475,4850,2002,False
476,57640,2010,False
477,62100,2010,False
478,50145,2010,False
479,34841,2010,False
480,70300,2010,False
481,48137,2010,False
482,57300,2010,False
483,70400,2010,False
484,46600,2010,False
485,34314,2010,False
486,34310,2010,False
487,70100,2010,False
488,70110,2010,False
489,38600,2010,False
490,57620,2010,False
491,34284,2010,False
492,63910,2010,False
493,24082,2010,False
494,8930,2010,False
495,49310,2010,False
496,41060,2002,False
497,70900,2010,False
498,9940,2010,False
499,22650,2010,False
500,901553,2010,False
501,50620,2010,False
502,2840,1999,False
503,42920,2010,False
504,29700,2007,False
505,2850,2000,False
507,70200,2010,False
508,70210,2010,False
511,47790,2010,False
512,46450,2010,False
513,45750,2010,False
514,57800,2010,False
515,22380,2010,False
516,67000,2010,False
517,80300,2010,False
518,50000,2010,False
519,16868,2010,False
520,18040,2010,False
521,71115,2010,False
522,34317,2010,False
523,71114,2010,False
524,71112,2010,False
525,71113,2010,False
526,71111,2010,False
527,71110,2010,False
528,34319,2010,False
529,34318,2010,False
530,34316,2010,False
531,34315,2010,False
532,6120,2010,False
533,35460,2010,False
534,32500,2010,False
535,62000,2010,False
536,33570,2010,False
537,63700,2010,False
538,46362,2010,False
539,49320,2010,False
540,72400,2010,False
541,42964,2010,False
542,43011,2010,False
543,33980,2010,False
544,65710,2009,False
545,33990,2010,False
546,33950,2007,False
547,65400,2010,False
548,42700,2010,False
549,38923,2010,False
550,72500,2010,False
551,15740,2010,False
552,38924,2010,False
553,15750,2010,False
554,45500,2010,False
555,31290,2010,False
556,12100,2002,False
557,12120,2005,False
558,35135,2011,False
559,35137,2011,False
560,35138,2011,False
561,35136,2011,False
562,12110,2003,False
563,33390,2011,False
564,92300,2011,False
565,80000,2011,False
566,47780,2011,False
567,51060,2011,False
568,65080,2011,False
569,71168,2011,False
570,63200,2011,False
571,60340,2011,False
572,71116,2011,False
573,71161,2011,False
574,71119,2011,False
575,71118,2011,False
576,71117,2011,False
577,71166,2011,False
578,71165,2011,False
579,71163,2011,False
580,71164,2011,False
581,71162,2011,False
582,71160,2011,False
583,71120,2011,False
584,47890,2009,False
585,48802,2011,False
586,47896,2010,False
587,47892,2009,False
588,47894,2010,False
589,47893,2010,False
590,47895,2010,False
591,42000,2011,False
592,47570,2011,False
593,47897,2011,False
594,57700,2011,False
595,63660,2011,False
596,90504,2011,False
597,7520,2011,False
598,99200,2011,False
600,24449,2011,False
601,41814,2011,False
602,42925,2011,False
603,57650,2011,False
604,40407,2011,False
605,33770,2011,False
606,47800,2011,False
607,18408,2011,False
608,63710,2011,False
609,55100,2011,False
610,80200,2011,False
611,92400,2011,False
612,56436,2011,False
613,56435,2011,False
614,56433,2011,False
615,56432,2011,False
616,56431,2011,False
617,39120,2013,False
618,56437,2011,False
619,94000,2011,False
620,56434,2011,False
621,92700,2011,False
622,73012,2011,False
623,48803,2011,False
624,56536,2011,False
625,44620,2011,False
626,91200,2011,False
627,46790,2010,False
628,73170,2011,False
629,57655,2011,False
630,70000,2011,False
631,57730,2011,False
632,620,2011,False
633,42918,2011,False
634,91600,2011,False
635,73020,2011,False
636,56482,2011,False
637,56438,2011,False
638,56481,2011,False
639,98200,2011,False
640,56480,2011,False
641,72905,2011,False
642,22450,2011,False
643,42140,2011,False
644,47898,2011,False
645,73181,2011,False
646,73031,2011,False
647,9992,2011,False
648,46490,2009,False
649,46480,2005,False
650,42718,2011,False
651,39160,2011,False
652,57900,2011,False
653,102700,2011,False
654,9880,2009,False
655,99900,2011,False
656,22520,2011,False
657,73014,2011,False
658,7530,2011,False
659,95700,2011,False
660,49470,2011,False
661,91810,2011,False
662,49604,2011,False
663,98210,2011,False
664,97000,2011,False
665,46760,2011,False
666,46830,2011,False
667,73035,2011,False
668,46840,2011,False
669,21100,2011,False
670,73037,2011,False
671,73036,2011,False
672,24635,2011,False
673,901679,2011,False
674,25810,2011,False
675,99100,2011,False
676,44660,2011,False
677,90209,2011,False
678,25809,2011,False
679,42903,2011,False
680,22631,2011,False
681,22634,2011,False
682,22633,2011,False
683,57656,2011,False
684,22632,2011,False
685,94590,2011,False
686,35425,2011,False
687,73192,2011,False
688,105700,2011,False
689,72750,2011,False
690,56538,2011,False
691,63950,2011,False
692,61100,2011,False
693,65228,2011,False
694,55205,2011,False
695,102200,2011,False
696,64013,2011,False
697,15522,2011,False
698,63802,2011,False
699,92302,2011,False
700,73183,2011,False
701,42210,2010,False
702,65790,2011,False
703,92803,2011,False
704,57690,2011,False
705,42220,2011,False
706,42230,2010,False
707,111000,2011,False
708,73193,2011,False
709,38740,2011,False
710,99612,2011,False
711,99614,2011,False
712,91604,2011,False
713,70120,2011,False
714,107200,2011,False
715,97108,2011,False
716,97106,2011,False
717,97107,2011,False
718,56487,2011,False
719,72760,2011,False
720,99910,2011,False
721,18070,2011,False
722,55150,2011,False
723,63940,2011,False
724,98400,2012,False
725,73194,2011,False
726,46520,2011,False
727,22230,2011,False
728,35450,2011,False
729,33420,2011,False
730,73185,2011,False
731,49473,2011,False
732,73210,2011,False
733,110600,2011,False
734,200080,2010,False
735,200440,2011,False
736,111400,2011,False
737,57923,2011,False
738,48220,2011,False
739,9420,2011,False
740,113200,2011,False
741,90208,2011,False
742,200230,2011,False
743,9350,2007,False
744,901776,2011,False
745,201100,2011,False
746,80202,2011,False
747,80204,2011,False
748,34842,2011,False
749,95900,2011,False
750,80207,2011,False
751,45770,2011,False
752,18080,2011,False
753,200670,2011,False
754,108210,2011,False
755,65231,2011,False
756,115100,2011,False
757,47930,2011,False
758,41816,2011,False
759,201480,2011,False
760,200910,2011,False
761,200130,2011,False
762,201490,2011,False
763,65610,2011,False
764,43190,2011,False
765,102622,2011,False
766,39270,2011,False
767,24200,2011,False
768,55370,2011,False
769,57696,2011,False
770,71340,2011,False
771,202670,2011,False
772,102623,2011,False
773,115300,2011,False
774,110800,2011,False
775,110810,2011,False
776,64016,2011,False
777,94203,2011,False
778,94202,2011,False
779,202520,2011,False
780,202523,2011,False
781,202521,2011,False
782,61310,2011,False
783,73092,2011,False
784,91100,2011,False
785,73091,2011,False
786,34345,2011,False
787,201272,2011,False
788,73058,2011,False
789,25812,2011,False
790,25811,2011,False
791,46350,2010,False
792,200880,2011,False
793,202200,2011,False
794,24083,2011,False
795,113400,2011,False
796,80340,2012,False
797,200870,2011,False
798,64017,2011,False
799,35429,2011,False
800,201510,2011,False
801,201877,2011,False
802,203700,2011,False
803,57695,2011,False
804,23530,2011,False
805,49475,2011,False
806,55344,2011,False
807,55341,2011,False
808,98820,2011,False
809,55340,2011,False
810,49337,2011,False
811,55343,2011,False
812,91616,2011,False
813,201310,2011,False
814,35720,2013,False
815,204381,2011,False
816,204010,2011,False
817,111403,2011,False
818,203990,2011,False
819,204030,2011,False
820,200620,2011,False
821,202452,2011,False
822,204380,2011,False
823,55395,2011,False
824,200610,2011,False
825,55471,2011,False
826,55473,2011,False
827,55472,2011,False
828,55470,2011,False
829,55347,2011,False
830,23553,2011,False
831,23552,2011,False
832,23551,2011,False
833,200890,2011,False
834,200860,2011,False
835,23550,2011,False
836,200390,2012,False
837,65244,2012,False
838,24480,2012,False
839,24488,2012,False
840,204340,2005,False
841,203510,2012,False
842,9900,2010,False
843,204386,2012,False
844,204385,2012,False
845,57740,2012,False
846,204390,2012,False
847,42968,2012,False
848,105800,2012,False
849,105802,2012,False
850,111100,2012,False
851,203210,2012,False
852,45773,2012,False
853,45774,2012,False
854,205160,2012,False
855,203770,2012,False
856,203772,2012,False
857,203773,2012,False
858,92620,2012,False
859,205120,2012,False
860,108710,2012,False
861,24065,2010,False
862,73039,2012,False
863,10220,2011,False
864,108110,2012,False
865,65302,2012,False
866,200210,2012,False
867,42905,2012,False
868,55381,2012,False
869,204440,2012,False
870,205690,2012,False
871,201882,2012,False
872,207490,2012,False
873,206760,2012,False
874,206521,2012,False
875,65249,2012,False
876,206710,2012,False
877,108500,2012,False
878,206690,2012,False
879,205830,2012,False
880,108726,2012,False
881,47932,2012,False
882,115110,2012,False
883,203560,2012,False
884,65246,2012,False
885,65253,2012,False
886,207420,2012,False
887,73060,2012,False
888,207790,2012,False
889,207710,2012,False
890,204388,2012,False
891,71167,2012,False
892,204382,2012,False
893,207250,2012,False
894,208110,2012,False
895,208540,2012,False
896,19320,2012,False
897,207320,2012,False
898,65733,2012,False
899,204180,2012,False
900,55382,2012,False
901,110630,2012,False
902,102850,2012,False
903,102510,2012,False
904,201271,2012,False
905,205840,2012,False
906,109500,2012,False
907,206416,2012,False
908,208630,2012,False
909,208640,2012,False
910,205630,2012,False
911,206610,2012,False
912,65252,2012,False
913,208541,2012,False
914,202310,2012,False
915,202690,2012,False
916,204560,2012,False
917,65255,2012,False
918,207430,2012,False
919,202524,2012,False
920,213530,2012,False
921,213390,2012,False
922,280720,2014,True
923,202370,2012,False
924,206881,2012,False
925,40390,2012,False
926,204383,2012,False
927,40391,2012,False
928,40392,2012,False
929,203750,2012,False
930,209370,2012,False
931,98300,2012,False
932,209373,2012,False
933,201277,2012,False
934,55397,2012,False
935,211204,2012,False
936,211203,2012,False
937,211207,2012,False
938,211206,2012,False
939,211205,2012,False
940,211208,2012,False
941,91609,2012,False
942,65258,2012,False
943,108232,2012,False
944,211209,2012,False
945,206714,2012,False
946,203344,2012,False
947,41014,2010,False
948,41019,2012,False
949,210230,2012,False
950,211800,2012,False
951,65256,2012,False
952,65218,2012,False
953,209100,2012,False
954,211010,2012,False
955,205530,2012,False
956,90207,2012,False
957,108230,2012,False
958,108200,2012,False
959,208281,2012,False
960,208284,2012,False
961,207350,2012,False
962,208545,2012,False
963,213370,2012,False
964,204100,2012,False
965,203766,2012,False
966,203765,2012,False
967,204182,2012,False
968,98821,2012,False
969,212500,2012,False
970,209790,2012,False
971,207080,2012,False
972,42170,2012,False
973,213330,2012,False
974,204900,2012,False
975,212160,2012,False
976,210561,2012,False
977,42696,2012,False
978,213030,2012,False
979,203830,2012,False
980,213195,2012,False
981,206480,2012,False
982,212630,2012,False
983,210893,2012,False
984,203778,2012,False
985,200010,2012,False
986,17080,2012,False
987,210933,2012,False
988,214170,2002,False
989,210892,2012,False
990,92622,2012,False
991,205550,2012,False
992,204384,2012,False
993,1840,2012,False
994,97368,2012,False
995,97364,2012,False
996,210041,2012,False
997,97371,2012,False
998,97369,2012,False
999,98421,2012,False
1000,206522,2012,False
1001,210056,2012,False
1002,210057,2012,False
1003,210062,2012,False
1004,210055,2012,False
1005,48231,2012,False
1006,210039,2012,False
1007,210038,2012,False
1008,210037,2012,False
1009,210036,2012,False
1010,210035,2012,False
1011,210052,2012,False
1012,210043,2012,False
1013,210064,2012,False
1014,210063,2012,False
1015,210065,2012,False
1016,210067,2012,False
1017,210066,2012,False
1018,210069,2012,False
1019,210072,2012,False
1020,210073,2012,False
1021,213350,2012,False
1022,20828,2012,False
1023,215200,2012,False
1024,214980,2012,False
1025,215160,2012,False
1026,215000,2012,False
1027,210068,2012,False
1028,207650,2012,False
1029,207380,2012,False
1030,207655,2012,False
1031,207400,2012,False
1032,108233,2012,False
1033,108700,2012,False
1034,208355,2012,False
1035,215243,2012,False
1036,208365,2012,False
1037,210931,2012,False
1038,209270,2012,False
1039,208283,2012,False
1040,115120,2012,False
1041,215241,2012,False
1042,215240,2012,False
1043,202181,2012,False
1044,212010,2012,False
1045,730,2012,False
1047,208580,2005,False
1048,217290,2010,False
1049,207670,2012,False
1050,208292,2012,False
1051,208341,2012,False
1052,208342,2012,False
1053,216458,2012,False
1054,216454,2012,False
1055,216447,2012,False
1056,216449,2012,False
1057,216444,2012,False
1058,72000,2012,False
1059,216455,2012,False
1060,216434,2012,False
1061,216432,2012,False
1062,216433,2012,False
1063,216448,2012,False
1064,216431,2012,False
1065,216461,2012,False
1066,216462,2012,False
1067,206450,2012,False
1068,200260,2012,False
1069,206440,2011,False
1070,214970,2012,False
1071,216468,2012,False
1072,61730,2012,False
1073,214981,2012,False
1074,33934,2012,False
1075,205950,2012,False
1076,97350,2012,False
1077,204312,2012,False
1078,204310,2012,False
1079,204308,2012,False
1080,204309,2012,False
1081,204307,2012,False
1082,204304,2012,False
1083,48232,2012,False
1084,210016,2012,False
1085,210018,2012,False
1086,210017,2012,False
1087,210012,2012,False
1088,210019,2012,False
1089,210013,2012,False
1090,58648,2012,False
1091,205650,2012,False
1092,214570,2012,False
1093,65740,2012,False
1094,100980,2012,False
1095,205063,2012,False
1096,209670,2012,False
1097,217962,2012,False
1098,205060,2012,False
1099,213230,2012,False
1100,97380,2012,False
1101,97384,2012,False
1102,97385,2012,False
1103,97389,2012,False
1104,97381,2012,False
1105,206146,2012,False
1106,97388,2012,False
1107,97382,2012,False
1108,215510,2012,False
1109,208200,2012,False
1110,207870,2012,False
1111,215247,2012,False
1112,215246,2012,False
1113,222680,2012,False
1114,210901,2012,False
1115,206141,2012,False
1116,206120,2012,False
1117,206133,2012,False
1118,206119,2012,False
1119,206117,2012,False
1120,206114,2012,False
1121,206113,2012,False
1122,206106,2012,False
1123,206111,2012,False
1124,206131,2012,False
1125,206144,2012,False
1126,206094,2012,False
1127,206156,2012,False
1128,206123,2012,False
1129,206122,2012,False
1130,206107,2012,False
1131,206102,2012,False
1132,206148,2012,False
1133,206142,2012,False
1134,206160,2012,False
1135,206140,2012,False
1136,206155,2012,False
1137,206101,2012,False
1138,206095,2012,False
1139,206099,2012,False
1140,205190,2012,False
1141,219910,2012,False
1142,218090,2012,False
1143,215470,2012,False
1144,206151,2012,False
1145,206118,2012,False
1146,223220,2012,False
1147,205632,2012,False
1148,200370,2012,False
1149,209811,2012,False
1150,219150,2012,False
1151,215120,2012,False
1152,215245,2012,False
1153,215248,2012,False
1154,204734,2012,False
1155,209080,2012,False
1156,4720,2006,False
1157,219760,2004,False
1158,73120,2012,False
1159,219780,2012,False
1160,206174,2012,False
1161,206175,2012,False
1162,223470,2003,False
1163,216330,2012,False
1164,203680,2012,False
1165,220740,2012,False
1166,216130,2012,False
1167,113405,2012,False
1168,208830,2012,False
1169,200188,2012,False
1170,205541,2012,False
1171,207040,2012,False
1172,223730,2012,False
1173,222140,2012,False
1174,200490,2012,False
1175,215309,2012,False
1176,215303,2012,False
1177,215311,2012,False
1178,202970,2012,False
1179,202193,2012,False
1180,215253,2012,False
1181,220803,2012,False
1182,216331,2012,False
1183,220805,2012,False
1184,220804,2012,False
1185,220806,2012,False
1186,220807,2012,False
1187,215930,2004,False
1188,216414,2012,False
1189,216413,2012,False
1190,216412,2012,False
1191,216421,2012,False
1192,216417,2012,False
1193,216420,2012,False
1194,223593,2012,False
1195,223592,2012,False
1196,223594,2012,False
1197,208833,2012,False
1198,208842,2012,False
1199,208834,2012,False
1200,208841,2012,False
1201,200185,2012,False
1202,208361,2012,False
1203,223510,2012,False
1204,209201,2012,False
1205,225020,2012,False
1206,209190,2012,False
1207,44690,2005,False
1208,24676,2012,False
1209,221830,2012,False
1210,227000,2012,False
1211,222222,2012,False
1212,222221,2012,False
1213,212200,2012,False
1214,209950,2012,False
1215,224300,2003,False
1216,224920,2012,False
1217,224940,2001,False
1218,208319,2012,False
1219,224900,2012,False
1220,208491,2012,False
1221,215972,2012,False
1222,222061,2012,False
1223,105000,2012,False
1224,222058,2012,False
1225,219950,2012,False
1226,65216,2011,False
1227,226350,2012,False
1228,214987,2012,False
1229,214988,2012,False
1230,209460,2012,False
1231,205634,2012,False
1232,222066,2012,False
1233,222065,2012,False
1234,222063,2012,False
1235,222062,2012,False
1236,207660,2012,False
1237,225640,2012,False
1238,65239,2012,False
1239,209801,2012,False
1240,218700,2013,False
1241,220813,2013,False
1242,220812,2013,False
1243,211280,2013,False
1244,220811,2013,False
1245,70616,2013,False
1246,222545,2013,False
1247,215710,2013,False
1248,203060,2013,False
1249,228600,2013,False
1250,41817,2013,False
1251,222076,2013,False
1252,226370,2013,False
1253,219136,2013,False
1254,225821,2013,False
1255,225822,2013,False
1256,22521,2013,False
1257,225823,2013,False
1258,225826,2013,False
1259,225828,2013,False
1260,225825,2013,False
1261,209545,2013,False
1262,209540,2013,False
1263,221810,2013,False
1264,228400,2013,False
1265,219152,2013,False
1266,220440,2013,False
1267,18523,2013,False
1268,227800,2013,False
1269,230760,2013,False
1271,206718,2013,False
1272,222083,2013,False
1273,222086,2013,False
1274,222084,2013,False
1275,222085,2013,False
1276,222087,2013,False
1277,210085,2013,False
1278,210084,2013,False
1279,210083,2013,False
1280,231140,2013,False
1281,210087,2013,False
1282,210113,2013,False
1283,226390,2013,False
1284,224820,2013,False
1285,215373,2013,False
1286,228320,2013,False
1287,209850,2013,False
1288,222093,2013,False
1289,222095,2013,False
1290,222094,2013,False
1291,227760,2013,False
1292,227130,2013,False
1293,222098,2013,False
1294,222097,2013,False
1295,222096,2013,False
1296,212673,2013,False
1297,229751,2013,False
1298,222099,2013,False
1299,229750,2013,False
1300,223597,2013,False
1301,222100,2013,False
1302,222102,2013,False
1303,222101,2013,False
1304,223793,2013,False
1305,222138,2013,False
1306,233410,2013,False
1307,213197,2013,False
1308,209202,2013,False
1309,226740,2013,False
1310,230150,2013,False
1311,207000,2013,False
1312,230900,2013,False
1313,222660,2013,False
1314,222554,2013,False
1315,220160,2013,False
1316,223732,2013,False
1317,216174,2013,False
1318,232770,1997,False
1319,221040,2013,False
1320,232530,2013,False
1321,223280,2013,False
1322,234180,2013,False
1323,234900,2013,False
1324,208796,2013,False
1325,208793,2013,False
1326,208792,2013,False
1327,208790,2013,False
1328,208804,2013,False
1329,208805,2013,False
1330,208806,2013,False
1331,208810,2013,False
1332,234780,2013,False
1333,208814,2013,False
1334,233470,2013,False
1335,233550,2013,False
1336,222574,2013,False
1337,230650,2013,False
1338,227220,2013,False
1339,222556,2013,False
1340,98609,2013,False
1341,228440,2013,False
1342,235130,2013,False
1343,230885,2013,False
1344,234779,2013,False
1345,234778,2013,False
1346,234776,2013,False
1347,222576,2013,False
1348,234775,2013,False
1349,227090,2013,False
1350,227080,2013,False
1351,234777,2013,False
1352,233720,2013,False
1353,203343,2013,False
1354,230330,2013,False
1355,227480,2013,False
1356,232050,2013,False
1357,222380,2013,False
1358,215004,2013,False
1359,229250,2013,False
1360,215002,2013,False
1361,232750,2013,False
1362,234710,2013,False
1363,220660,2013,False
1364,235780,2013,False
1365,210770,2013,False
1366,234290,2013,False
1367,234820,2017,False
1368,235920,2013,False
1369,208817,2013,False
1370,208818,2013,False
1371,208809,2013,False
1372,230887,2013,False
1373,208813,2013,False
1374,222575,2013,False
1375,222730,2013,False
1376,219098,2013,False
1377,227380,1983,False
1378,235070,2013,False
1379,209548,2013,False
1380,235150,2013,False
1381,222480,2013,False
